* Measurement data measured by REW V5.20.13
* Source: Vector average
* Format: Vector average
* Dated: 21.3.2023 15:30:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: MM1 SPL
* Measurement: MM1 AVG
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
4224.975930	57.526	-15.1113
4225.342141	57.525	-15.1072
4225.708352	57.524	-15.1028
4226.074562	57.523	-15.0986
4226.440773	57.522	-15.0942
4226.806984	57.522	-15.0901
4227.173195	57.521	-15.0857
4227.539406	57.520	-15.0815
4227.905617	57.519	-15.0771
4228.271828	57.518	-15.0730
4228.638039	57.518	-15.0688
4229.004250	57.517	-15.0645
4229.370461	57.516	-15.0603
4229.736672	57.515	-15.0559
4230.102883	57.514	-15.0518
4230.469094	57.513	-15.0474
4230.835305	57.513	-15.0432
4231.201516	57.512	-15.0388
4231.567727	57.511	-15.0347
4231.933938	57.510	-15.0303
4232.300149	57.509	-15.0261
4232.666360	57.509	-15.0217
4233.032571	57.508	-15.0176
4233.398782	57.507	-15.0132
4233.764993	57.506	-15.0090
4234.131204	57.505	-15.0046
4234.497415	57.505	-15.0005
4234.863626	57.504	-14.9961
4235.229837	57.503	-14.9919
4235.596048	57.502	-14.9875
4235.962259	57.501	-14.9834
4236.328470	57.501	-14.9790
4236.694681	57.500	-14.9749
4237.060892	57.499	-14.9705
4237.427102	57.498	-14.9663
4237.793313	57.497	-14.9619
4238.159524	57.497	-14.9578
4238.525735	57.496	-14.9534
4238.891946	57.495	-14.9492
4239.258157	57.494	-14.9448
4239.624368	57.494	-14.9407
4239.990579	57.493	-14.9363
4240.356790	57.492	-14.9321
4240.723001	57.491	-14.9277
4241.089212	57.490	-14.9236
4241.455423	57.490	-14.9192
4241.821634	57.489	-14.9150
4242.187845	57.488	-14.9106
4242.554056	57.487	-14.9065
4242.920267	57.487	-14.9021
4243.286478	57.486	-14.8979
4243.652689	57.485	-14.8936
4244.018900	57.484	-14.8894
4244.385111	57.484	-14.8850
4244.751322	57.483	-14.8809
4245.117533	57.482	-14.8765
4245.483744	57.481	-14.8723
4245.849955	57.481	-14.8682
4246.216166	57.480	-14.8638
4246.582377	57.479	-14.8596
4246.948588	57.478	-14.8552
4247.314799	57.478	-14.8511
4247.681010	57.477	-14.8467
4248.047221	57.476	-14.8425
4248.413431	57.475	-14.8381
4248.779642	57.475	-14.8340
4249.145853	57.474	-14.8296
4249.512064	57.473	-14.8254
4249.878275	57.472	-14.8213
4250.244486	57.472	-14.8169
4250.610697	57.471	-14.8127
4250.976908	57.470	-14.8083
4251.343119	57.469	-14.8042
4251.709330	57.469	-14.8000
4252.075541	57.468	-14.7957
4252.441752	57.467	-14.7915
4252.807963	57.466	-14.7874
4253.174174	57.466	-14.7830
4253.540385	57.465	-14.7788
4253.906596	57.464	-14.7744
4254.272807	57.464	-14.7703
4254.639018	57.463	-14.7661
4255.005229	57.462	-14.7617
4255.371440	57.461	-14.7576
4255.737651	57.461	-14.7534
4256.103862	57.460	-14.7490
4256.470073	57.459	-14.7449
4256.836284	57.459	-14.7407
4257.202495	57.458	-14.7366
4257.568706	57.457	-14.7322
4257.934917	57.456	-14.7280
4258.301128	57.456	-14.7239
4258.667339	57.455	-14.7197
4259.033550	57.454	-14.7153
4259.399761	57.454	-14.7112
4259.765971	57.453	-14.7070
4260.132182	57.452	-14.7029
4260.498393	57.451	-14.6985
4260.864604	57.451	-14.6943
4261.230815	57.450	-14.6902
4261.597026	57.449	-14.6860
4261.963237	57.449	-14.6819
4262.329448	57.448	-14.6777
4262.695659	57.447	-14.6733
4263.061870	57.447	-14.6692
4263.428081	57.446	-14.6650
4263.794292	57.445	-14.6609
4264.160503	57.445	-14.6567
4264.526714	57.444	-14.6526
4264.892925	57.443	-14.6484
4265.259136	57.442	-14.6443
4265.625347	57.442	-14.6401
4265.991558	57.441	-14.6360
4266.357769	57.440	-14.6318
4266.723980	57.440	-14.6277
4267.090191	57.439	-14.6235
4267.456402	57.438	-14.6194
4267.822613	57.438	-14.6152
4268.188824	57.437	-14.6111
4268.555035	57.436	-14.6069
4268.921246	57.436	-14.6028
4269.287457	57.435	-14.5986
4269.653668	57.434	-14.5945
4270.019879	57.434	-14.5903
4270.386090	57.433	-14.5862
4270.752301	57.432	-14.5820
4271.118511	57.432	-14.5779
4271.484722	57.431	-14.5737
4271.850933	57.430	-14.5698
4272.217144	57.430	-14.5657
4272.583355	57.429	-14.5615
4272.949566	57.428	-14.5574
4273.315777	57.428	-14.5532
4273.681988	57.427	-14.5493
4274.048199	57.426	-14.5452
4274.414410	57.426	-14.5410
4274.780621	57.425	-14.5369
4275.146832	57.424	-14.5330
4275.513043	57.424	-14.5288
4275.879254	57.423	-14.5247
4276.245465	57.422	-14.5208
4276.611676	57.422	-14.5166
4276.977887	57.421	-14.5125
4277.344098	57.420	-14.5085
4277.710309	57.420	-14.5044
4278.076520	57.419	-14.5002
4278.442731	57.419	-14.4963
4278.808942	57.418	-14.4922
4279.175153	57.417	-14.4883
4279.541364	57.417	-14.4841
4279.907575	57.416	-14.4802
4280.273786	57.415	-14.4761
4280.639997	57.415	-14.4722
4281.006208	57.414	-14.4680
4281.372419	57.413	-14.4641
4281.738630	57.413	-14.4600
4282.104840	57.412	-14.4561
4282.471051	57.412	-14.4519
4282.837262	57.411	-14.4480
4283.203473	57.410	-14.4441
4283.569684	57.410	-14.4399
4283.935895	57.409	-14.4360
4284.302106	57.408	-14.4321
4284.668317	57.408	-14.4280
4285.034528	57.407	-14.4241
4285.400739	57.407	-14.4202
4285.766950	57.406	-14.4160
4286.133161	57.405	-14.4121
4286.499372	57.405	-14.4082
4286.865583	57.404	-14.4043
4287.231794	57.403	-14.4004
4287.598005	57.403	-14.3962
4287.964216	57.402	-14.3923
4288.330427	57.402	-14.3884
4288.696638	57.401	-14.3845
4289.062849	57.400	-14.3806
4289.429060	57.400	-14.3767
4289.795271	57.399	-14.3728
4290.161482	57.399	-14.3689
4290.527693	57.398	-14.3650
4290.893904	57.397	-14.3611
4291.260115	57.397	-14.3572
4291.626326	57.396	-14.3533
4291.992537	57.395	-14.3494
4292.358748	57.395	-14.3455
4292.724959	57.394	-14.3416
4293.091170	57.394	-14.3376
4293.457380	57.393	-14.3337
4293.823591	57.392	-14.3298
4294.189802	57.392	-14.3262
4294.556013	57.391	-14.3223
4294.922224	57.391	-14.3184
4295.288435	57.390	-14.3145
4295.654646	57.390	-14.3105
4296.020857	57.389	-14.3069
4296.387068	57.388	-14.3030
4296.753279	57.388	-14.2991
4297.119490	57.387	-14.2954
4297.485701	57.387	-14.2915
4297.851912	57.386	-14.2876
4298.218123	57.385	-14.2839
4298.584334	57.385	-14.2800
4298.950545	57.384	-14.2761
4299.316756	57.384	-14.2725
4299.682967	57.383	-14.2686
4300.049178	57.382	-14.2649
4300.415389	57.382	-14.2610
4300.781600	57.381	-14.2573
4301.147811	57.381	-14.2534
4301.514022	57.380	-14.2498
4301.880233	57.380	-14.2458
4302.246444	57.379	-14.2422
4302.612655	57.378	-14.2385
4302.978866	57.378	-14.2346
4303.345077	57.377	-14.2310
4303.711288	57.377	-14.2273
4304.077499	57.376	-14.2234
4304.443709	57.376	-14.2197
4304.809920	57.375	-14.2161
4305.176131	57.374	-14.2124
4305.542342	57.374	-14.2085
4305.908553	57.373	-14.2048
4306.274764	57.373	-14.2012
4306.640975	57.372	-14.1975
4307.007186	57.372	-14.1938
4307.373397	57.371	-14.1902
4307.739608	57.370	-14.1865
4308.105819	57.370	-14.1829
4308.472030	57.369	-14.1790
4308.838241	57.369	-14.1753
4309.204452	57.368	-14.1716
4309.570663	57.368	-14.1682
4309.936874	57.367	-14.1646
4310.303085	57.367	-14.1609
4310.669296	57.366	-14.1572
4311.035507	57.365	-14.1536
4311.401718	57.365	-14.1499
4311.767929	57.364	-14.1462
4312.134140	57.364	-14.1426
4312.500351	57.363	-14.1389
4312.866562	57.363	-14.1355
4313.232773	57.362	-14.1318
4313.598984	57.362	-14.1282
4313.965195	57.361	-14.1248
4314.331406	57.360	-14.1211
4314.697617	57.360	-14.1174
4315.063828	57.359	-14.1140
4315.430039	57.359	-14.1104
4315.796249	57.358	-14.1067
4316.162460	57.358	-14.1033
4316.528671	57.357	-14.0996
4316.894882	57.357	-14.0962
4317.261093	57.356	-14.0925
4317.627304	57.356	-14.0891
4317.993515	57.355	-14.0854
4318.359726	57.355	-14.0820
4318.725937	57.354	-14.0784
4319.092148	57.353	-14.0750
4319.458359	57.353	-14.0715
4319.824570	57.352	-14.0679
4320.190781	57.352	-14.0645
4320.556992	57.351	-14.0610
4320.923203	57.351	-14.0574
4321.289414	57.350	-14.0540
4321.655625	57.350	-14.0505
4322.021836	57.349	-14.0471
4322.388047	57.349	-14.0435
4322.754258	57.348	-14.0400
4323.120469	57.348	-14.0366
4323.486680	57.347	-14.0332
4323.852891	57.347	-14.0298
4324.219102	57.346	-14.0264
4324.585313	57.346	-14.0229
4324.951524	57.345	-14.0195
4325.317735	57.344	-14.0161
4325.683946	57.344	-14.0127
4326.050157	57.343	-14.0093
4326.416368	57.343	-14.0059
4326.782578	57.342	-14.0024
4327.148789	57.342	-13.9990
4327.515000	57.341	-13.9956
4327.881211	57.341	-13.9922
4328.247422	57.340	-13.9888
4328.613633	57.340	-13.9856
4328.979844	57.339	-13.9822
4329.346055	57.339	-13.9788
4329.712266	57.338	-13.9753
4330.078477	57.338	-13.9722
4330.444688	57.337	-13.9688
4330.810899	57.337	-13.9653
4331.177110	57.336	-13.9622
4331.543321	57.336	-13.9587
4331.909532	57.335	-13.9553
4332.275743	57.335	-13.9521
4332.641954	57.334	-13.9487
4333.008165	57.334	-13.9456
4333.374376	57.333	-13.9421
4333.740587	57.333	-13.9390
4334.106798	57.332	-13.9355
4334.473009	57.332	-13.9324
4334.839220	57.331	-13.9292
4335.205431	57.331	-13.9258
4335.571642	57.330	-13.9226
4335.937853	57.330	-13.9192
4336.304064	57.329	-13.9160
4336.670275	57.329	-13.9128
4337.036486	57.328	-13.9097
4337.402697	57.328	-13.9062
4337.768908	57.327	-13.9031
4338.135118	57.327	-13.8999
4338.501329	57.326	-13.8967
4338.867540	57.326	-13.8936
4339.233751	57.325	-13.8904
4339.599962	57.325	-13.8870
4339.966173	57.324	-13.8838
4340.332384	57.324	-13.8806
4340.698595	57.323	-13.8774
4341.064806	57.323	-13.8743
4341.431017	57.322	-13.8711
4341.797228	57.322	-13.8679
4342.163439	57.321	-13.8647
4342.529650	57.321	-13.8616
4342.895861	57.320	-13.8586
4343.262072	57.320	-13.8555
4343.628283	57.319	-13.8523
4343.994494	57.319	-13.8491
4344.360705	57.318	-13.8459
4344.726916	57.318	-13.8428
4345.093127	57.317	-13.8398
4345.459338	57.317	-13.8367
4345.825549	57.316	-13.8335
4346.191760	57.316	-13.8306
4346.557971	57.316	-13.8274
4346.924182	57.315	-13.8242
4347.290393	57.315	-13.8213
4347.656604	57.314	-13.8181
4348.022815	57.314	-13.8152
4348.389026	57.313	-13.8120
4348.755237	57.313	-13.8091
4349.121448	57.312	-13.8059
4349.487658	57.312	-13.8030
4349.853869	57.311	-13.7998
4350.220080	57.311	-13.7969
4350.586291	57.310	-13.7937
4350.952502	57.310	-13.7908
4351.318713	57.309	-13.7878
4351.684924	57.309	-13.7847
4352.051135	57.308	-13.7817
4352.417346	57.308	-13.7788
4352.783557	57.307	-13.7756
4353.149768	57.307	-13.7727
4353.515979	57.307	-13.7698
4353.882190	57.306	-13.7668
4354.248401	57.306	-13.7639
4354.614612	57.305	-13.7610
4354.980823	57.305	-13.7578
4355.347034	57.304	-13.7549
4355.713245	57.304	-13.7520
4356.079456	57.303	-13.7490
4356.445667	57.303	-13.7461
4356.811878	57.302	-13.7432
4357.178089	57.302	-13.7402
4357.544300	57.301	-13.7373
4357.910511	57.301	-13.7344
4358.276722	57.301	-13.7314
4358.642933	57.300	-13.7288
4359.009144	57.300	-13.7258
4359.375355	57.299	-13.7229
4359.741566	57.299	-13.7200
4360.107777	57.298	-13.7170
4360.473987	57.298	-13.7141
4360.840198	57.297	-13.7114
4361.206409	57.297	-13.7085
4361.572620	57.296	-13.7056
4361.938831	57.296	-13.7029
4362.305042	57.296	-13.7000
4362.671253	57.295	-13.6970
4363.037464	57.295	-13.6943
4363.403675	57.294	-13.6914
4363.769886	57.294	-13.6887
4364.136097	57.293	-13.6858
4364.502308	57.293	-13.6831
4364.868519	57.292	-13.6802
4365.234730	57.292	-13.6775
4365.600941	57.292	-13.6746
4365.967152	57.291	-13.6719
4366.333363	57.291	-13.6689
4366.699574	57.290	-13.6663
4367.065785	57.290	-13.6636
4367.431996	57.289	-13.6606
4367.798207	57.289	-13.6580
4368.164418	57.288	-13.6553
4368.530629	57.288	-13.6523
4368.896840	57.288	-13.6497
4369.263051	57.287	-13.6470
4369.629262	57.287	-13.6443
4369.995473	57.286	-13.6416
4370.361684	57.286	-13.6389
4370.727895	57.285	-13.6360
4371.094106	57.285	-13.6333
4371.460317	57.284	-13.6306
4371.826527	57.284	-13.6279
4372.192738	57.284	-13.6252
4372.558949	57.283	-13.6226
4372.925160	57.283	-13.6199
4373.291371	57.282	-13.6169
4373.657582	57.282	-13.6143
4374.023793	57.281	-13.6116
4374.390004	57.281	-13.6089
4374.756215	57.281	-13.6064
4375.122426	57.280	-13.6038
4375.488637	57.280	-13.6011
4375.854848	57.279	-13.5984
4376.221059	57.279	-13.5957
4376.587270	57.278	-13.5933
4376.953481	57.278	-13.5906
4377.319692	57.278	-13.5879
4377.685903	57.277	-13.5852
4378.052114	57.277	-13.5828
4378.418325	57.276	-13.5801
4378.784536	57.276	-13.5776
4379.150747	57.276	-13.5750
4379.516958	57.275	-13.5723
4379.883169	57.275	-13.5698
4380.249380	57.274	-13.5671
4380.615591	57.274	-13.5647
4380.981802	57.273	-13.5620
4381.348013	57.273	-13.5596
4381.714224	57.273	-13.5569
4382.080435	57.272	-13.5544
4382.446646	57.272	-13.5520
4382.812856	57.271	-13.5493
4383.179067	57.271	-13.5469
4383.545278	57.270	-13.5442
4383.911489	57.270	-13.5417
4384.277700	57.270	-13.5393
4384.643911	57.269	-13.5369
4385.010122	57.269	-13.5344
4385.376333	57.268	-13.5320
4385.742544	57.268	-13.5295
4386.108755	57.268	-13.5271
4386.474966	57.267	-13.5247
4386.841177	57.267	-13.5222
4387.207388	57.266	-13.5195
4387.573599	57.266	-13.5171
4387.939810	57.266	-13.5146
4388.306021	57.265	-13.5122
4388.672232	57.265	-13.5098
4389.038443	57.264	-13.5073
4389.404654	57.264	-13.5049
4389.770865	57.264	-13.5024
4390.137076	57.263	-13.5000
4390.503287	57.263	-13.4978
4390.869498	57.262	-13.4954
4391.235709	57.262	-13.4929
4391.601920	57.262	-13.4905
4391.968131	57.261	-13.4880
4392.334342	57.261	-13.4856
4392.700553	57.260	-13.4834
4393.066764	57.260	-13.4810
4393.432975	57.260	-13.4785
4393.799186	57.259	-13.4761
4394.165396	57.259	-13.4739
4394.531607	57.258	-13.4714
4394.897818	57.258	-13.4692
4395.264029	57.258	-13.4668
4395.630240	57.257	-13.4644
4395.996451	57.257	-13.4622
4396.362662	57.256	-13.4597
4396.728873	57.256	-13.4575
4397.095084	57.256	-13.4551
4397.461295	57.255	-13.4529
4397.827506	57.255	-13.4504
4398.193717	57.254	-13.4482
4398.559928	57.254	-13.4458
4398.926139	57.254	-13.4436
4399.292350	57.253	-13.4414
4399.658561	57.253	-13.4390
4400.024772	57.253	-13.4368
4400.390983	57.252	-13.4346
4400.757194	57.252	-13.4324
4401.123405	57.251	-13.4299
4401.489616	57.251	-13.4277
4401.855827	57.251	-13.4255
4402.222038	57.250	-13.4233
4402.588249	57.250	-13.4211
4402.954460	57.249	-13.4187
4403.320671	57.249	-13.4165
4403.686882	57.249	-13.4143
4404.053093	57.248	-13.4121
4404.419304	57.248	-13.4099
4404.785515	57.248	-13.4077
4405.151726	57.247	-13.4055
4405.517936	57.247	-13.4033
4405.884147	57.246	-13.4011
4406.250358	57.246	-13.3989
4406.616569	57.246	-13.3967
4406.982780	57.245	-13.3945
4407.348991	57.245	-13.3926
4407.715202	57.245	-13.3904
4408.081413	57.244	-13.3882
4408.447624	57.244	-13.3860
4408.813835	57.243	-13.3838
4409.180046	57.243	-13.3818
4409.546257	57.243	-13.3796
4409.912468	57.242	-13.3774
4410.278679	57.242	-13.3752
4410.644890	57.242	-13.3733
4411.011101	57.241	-13.3711
4411.377312	57.241	-13.3691
4411.743523	57.241	-13.3669
4412.109734	57.240	-13.3647
4412.475945	57.240	-13.3628
4412.842156	57.239	-13.3606
4413.208367	57.239	-13.3586
4413.574578	57.239	-13.3564
4413.940789	57.238	-13.3545
4414.307000	57.238	-13.3523
4414.673211	57.238	-13.3503
4415.039422	57.237	-13.3484
4415.405633	57.237	-13.3462
4415.771844	57.237	-13.3442
4416.138055	57.236	-13.3423
4416.504265	57.236	-13.3401
4416.870476	57.236	-13.3381
4417.236687	57.235	-13.3362
4417.602898	57.235	-13.3342
4417.969109	57.234	-13.3320
4418.335320	57.234	-13.3301
4418.701531	57.234	-13.3281
4419.067742	57.233	-13.3262
4419.433953	57.233	-13.3242
4419.800164	57.233	-13.3223
4420.166375	57.232	-13.3203
4420.532586	57.232	-13.3184
4420.898797	57.232	-13.3164
4421.265008	57.231	-13.3145
4421.631219	57.231	-13.3125
4421.997430	57.231	-13.3105
4422.363641	57.230	-13.3086
4422.729852	57.230	-13.3066
4423.096063	57.230	-13.3047
4423.462274	57.229	-13.3027
4423.828485	57.229	-13.3008
4424.194696	57.229	-13.2991
4424.560907	57.228	-13.2971
4424.927118	57.228	-13.2952
4425.293329	57.228	-13.2932
4425.659540	57.227	-13.2915
4426.025751	57.227	-13.2896
4426.391962	57.227	-13.2876
4426.758173	57.226	-13.2859
4427.124384	57.226	-13.2839
4427.490595	57.226	-13.2820
4427.856805	57.225	-13.2803
4428.223016	57.225	-13.2783
4428.589227	57.225	-13.2766
4428.955438	57.224	-13.2747
4429.321649	57.224	-13.2729
4429.687860	57.224	-13.2710
4430.054071	57.223	-13.2693
4430.420282	57.223	-13.2676
4430.786493	57.223	-13.2656
4431.152704	57.222	-13.2639
4431.518915	57.222	-13.2622
4431.885126	57.222	-13.2603
4432.251337	57.221	-13.2585
4432.617548	57.221	-13.2568
4432.983759	57.221	-13.2549
4433.349970	57.220	-13.2532
4433.716181	57.220	-13.2515
4434.082392	57.220	-13.2498
4434.448603	57.219	-13.2480
4434.814814	57.219	-13.2463
4435.181025	57.219	-13.2446
4435.547236	57.218	-13.2429
4435.913447	57.218	-13.2412
4436.279658	57.218	-13.2395
4436.645869	57.217	-13.2378
4437.012080	57.217	-13.2361
4437.378291	57.217	-13.2344
4437.744502	57.217	-13.2327
4438.110713	57.216	-13.2310
4438.476924	57.216	-13.2292
4438.843134	57.216	-13.2275
4439.209345	57.215	-13.2258
4439.575556	57.215	-13.2244
4439.941767	57.215	-13.2227
4440.307978	57.214	-13.2209
4440.674189	57.214	-13.2192
4441.040400	57.214	-13.2178
4441.406611	57.213	-13.2161
4441.772822	57.213	-13.2144
4442.139033	57.213	-13.2129
4442.505244	57.213	-13.2112
4442.871455	57.212	-13.2097
4443.237666	57.212	-13.2080
4443.603877	57.212	-13.2065
4443.970088	57.211	-13.2048
4444.336299	57.211	-13.2034
4444.702510	57.211	-13.2017
4445.068721	57.210	-13.2002
4445.434932	57.210	-13.1987
4445.801143	57.210	-13.1970
4446.167354	57.210	-13.1956
4446.533565	57.209	-13.1941
4446.899776	57.209	-13.1924
4447.265987	57.209	-13.1909
4447.632198	57.208	-13.1895
4447.998409	57.208	-13.1880
4448.364620	57.208	-13.1865
4448.730831	57.208	-13.1848
4449.097042	57.207	-13.1833
4449.463253	57.207	-13.1819
4449.829464	57.207	-13.1804
4450.195674	57.206	-13.1790
4450.561885	57.206	-13.1775
4450.928096	57.206	-13.1760
4451.294307	57.206	-13.1746
4451.660518	57.205	-13.1731
4452.026729	57.205	-13.1716
4452.392940	57.205	-13.1704
4452.759151	57.204	-13.1689
4453.125362	57.204	-13.1675
4453.491573	57.204	-13.1660
4453.857784	57.204	-13.1646
4454.223995	57.203	-13.1633
4454.590206	57.203	-13.1619
4454.956417	57.203	-13.1604
4455.322628	57.202	-13.1592
4455.688839	57.202	-13.1577
4456.055050	57.202	-13.1562
4456.421261	57.202	-13.1550
4456.787472	57.201	-13.1536
4457.153683	57.201	-13.1523
4457.519894	57.201	-13.1509
4457.886105	57.201	-13.1497
4458.252316	57.200	-13.1484
4458.618527	57.200	-13.1470
4458.984738	57.200	-13.1458
4459.350949	57.200	-13.1443
4459.717160	57.199	-13.1431
4460.083371	57.199	-13.1418
4460.449582	57.199	-13.1406
4460.815793	57.198	-13.1392
4461.182003	57.198	-13.1379
4461.548214	57.198	-13.1367
4461.914425	57.198	-13.1355
4462.280636	57.197	-13.1343
4462.646847	57.197	-13.1331
4463.013058	57.197	-13.1318
4463.379269	57.197	-13.1306
4463.745480	57.196	-13.1294
4464.111691	57.196	-13.1282
4464.477902	57.196	-13.1270
4464.844113	57.196	-13.1257
4465.210324	57.195	-13.1245
4465.576535	57.195	-13.1233
4465.942746	57.195	-13.1221
4466.308957	57.195	-13.1211
4466.675168	57.194	-13.1199
4467.041379	57.194	-13.1187
4467.407590	57.194	-13.1174
4467.773801	57.194	-13.1165
4468.140012	57.193	-13.1152
4468.506223	57.193	-13.1140
4468.872434	57.193	-13.1130
4469.238645	57.193	-13.1118
4469.604856	57.192	-13.1108
4469.971067	57.192	-13.1096
4470.337278	57.192	-13.1086
4470.703489	57.192	-13.1074
4471.069700	57.191	-13.1064
4471.435911	57.191	-13.1055
4471.802122	57.191	-13.1042
4472.168333	57.191	-13.1033
4472.534543	57.190	-13.1023
4472.900754	57.190	-13.1013
4473.266965	57.190	-13.1001
4473.633176	57.190	-13.0991
4473.999387	57.190	-13.0981
4474.365598	57.189	-13.0972
4474.731809	57.189	-13.0962
4475.098020	57.189	-13.0952
4475.464231	57.189	-13.0942
4475.830442	57.188	-13.0933
4476.196653	57.188	-13.0923
4476.562864	57.188	-13.0913
4476.929075	57.188	-13.0903
4477.295286	57.188	-13.0894
